"content_id","game_id","content","type","rumored","homophobia","transphobia","queer_men","queer_women","char_sexuality","char_gender","char_role","human","char_race","actions","optional_relationships","bisexual_workers"
"1470","7718","eddie low","characters","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","nan","nan","crossdressing","nan","nan"
"1471","7725","el burro","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","latinx","nan","nan","nan"
"1472","7718","elizabeta torres","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","nan","nan","nan","nan","nan"
"1473","7720","evan moss","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1474","7726","gay pedestrians","mentions","unknown","yes","yes","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1475","7727","hector","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","no","white","nan","nan","nan"
"1476","7728","imprisoned elf","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1477","7720","jacob","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1478","7729","jolly roger","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","no","nan","nan","nan","nan"
"1479","7729","jolly roger","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","no","nan","nan","nan","nan"
"1480","7729","jolly roger","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","nan","nan","nan","nan","nan"
"1481","7729","jolly's bar","locations","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1482","7729","jolly's bar","locations","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1483","7729","jolly's bar","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1484","7730","kazuki kasen","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1485","7731","lgb characters ","characters","unknown","yes","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1486","7731","lgb characters ","characters","unknown","yes","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1487","7718","lgb love-meet.net users","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1488","7721","lgb npcss","characters","unknown","unknown","unknown","no","no","bisexual explicit","nan","npc","nan","nan","nan","yes","nan"
"1489","7722","lgb npcss","characters","unknown","unknown","unknown","no","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1490","7722","lgb npcss","characters","unknown","unknown","unknown","no","no","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1491","7718","lgbt media personalities","characters","unknown","yes","yes","yes","no","gay implicit","transgender man explicit","npc","nan","nan","nan","nan","nan"
"1492","7718","lgbt npcss in lcpd database","characters","unknown","unknown","unknown","yes","no","gay explicit","transgender man implicit","npc","nan","nan","crossdressing","nan","nan"
"1493","7728","lgbtq mentions","mentions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1494","7726","lgbtq references","locations","yes","yes","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1495","7732","lgbtq references","mentions","yes","yes","yes","no","no","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1496","7731","lgbtq references","locations","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1497","7730","lgbtq references","artifacts","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1498","7733","lgbtq references","locations","yes","yes","yes","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1499","7718","lgbtq references","mentions","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1500","7720","lgbtq references","mentions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1501","7734","lgbtq references","artifacts","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1502","7734","lgbtq references","mentions","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1503","7734","locations","locations","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","yes"
"1504","7718","marcus","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1505","7729","merry maggie","characters","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1506","7729","merry maggie","characters","unknown","unknown","unknown","no","no","nan","transgender woman implicit","npc","no","nan","nan","nan","nan"
"1507","7729","merry maggie","characters","unknown","unknown","unknown","no","no","nan","gender non-conforming","npc","nan","nan","nan","nan","nan"
"1508","7731","og loc mission","characters","unknown","yes","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1509","7734","peter dreyfuss","characters","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1510","7721","potion of transmogrification","actions","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1511","7721","potion of transmogrification","artifacts","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1512","7735","pretty charlie","characters","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1513","7731","queens","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1514","7715","queer game/narrative","queer games/narratives","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1515","7721","reaver","characters","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1516","7722","reaver","actions","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1517","7722","reaver","artifact","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1518","7736","relationship options","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1519","7721","relationship options","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1520","7722","relationship options","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1521","7733","reni wassulmaier","characters","unknown","yes","yes","no","no","nan","non-binary implicit","npc","nan","nan","nan","nan","nan"
"1522","7721","sex workers and bisexuality","characters","unknown","unknown","unknown","yes","yes","bisexual explicit","nan","npc","nan","nan","nan","yes","yes"
"1523","7722","sex workers and bisexuality","characters","unknown","unknown","unknown","yes","yes","bisexual explicit","nan","npc","nan","nan","nan","yes","yes"
"1524","7724","steve","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","race indeterminate","nan","nan","nan"
"1525","7724","steve kauffman","characters","unknown","unknown","unknown","no","no","gay explicit","nan","npc","yes","white","nan","nan","nan"
"1526","7718","talbot daniels","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1527","7737","tetsuo","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","asian","nan","nan","nan"
"1528","7720","the celebinator","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1529","7718","the hater","characters","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1530","7716","the makeover mage","characters","unknown","unknown","unknown","no","no","nan","transgender woman explicit","npc","yes","white","nan","nan","nan"
"1531","7716","the oracle","characters","yes","unknown","unknown","no","no","nan","transgender woman explicit","npc","no","nan","nan","nan","nan"
"1532","7732","the psycho","mentions","unknown","yes","unknown","no","no","nan","gender non-conforming","npc","nan","nan","crossdessing required","nan","nan"
"1533","7718","tom \"french tom\" rivas","characters","unknown","yes","yes","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1534","7720","tony","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1535","7738","trans man","mentions","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1536","7734","transgender sex workers","characters","unknown","unknown","yes","no","no","nan","transgender woman explicit","npc","nan","nan","nan","nan","nan"
"1537","7734","trevor philips","characters","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1538","7718","unnamed homosexual npcss","characters","unknown","unknown","unknown","yes","yes","gay implicit","nan","pc","nan","nan","nan","nan","nan"
"1539","7716","wizard jalrast","characters","unknown","unknown","unknown","no","no","nan","transgender woman explicit","npc","yes","white","nan","nan","nan"
"1540","7739","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1541","7740","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1542","7733","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1543","7741","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1544","7742","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1545","7721","nan","actions","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1546","7721","nan","artifacts","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1547","7718","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1548","7743","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1549","7738","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1550","7720","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1551","7734","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1552","7744","aaron vanich","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","nan","nan","nan","nan"
"1553","7715","abigail ","queer games/narratives","unknown","unknown","unknown","no","yes","nan","nan","npc","nan","nan","nan","yes","nan"
"1554","7745","ahzirr trajijazaeri","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1555","7746","alex richards","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1556","7747","alfred horner","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","yes","white","nan","nan","nan"
"1557","7748","alphys","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","no","nan","nan","nan","nan"
"1558","7749","ambigously gendered characters","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1559","7749","ambigously gendered characters","characters","unknown","unknown","unknown","no","no","nan","gender non-conforming","pc","yes","nan","nan","nan","nan"
"1560","7750","andreas","characters","unknown","unknown","unknown","no","no","nan","nan","npc","yes","white","nan","nan","yes"
"1561","7751","anemone","characters","unknown","unknown","unknown","yes","no","nan","non-binary explicit","npc","nan","nan","nan","nan","nan"
"1562","7752","angelina may","characters","yes","unknown","unknown","no","no","nan","gender non-conforming","npc","yes","white","nan","nan","nan"
"1563","7752","angelina may","characters","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1564","7753","anthony ling","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1565","7746","arcade gannon","nan","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1566","7754","argonians","characters","unknown","unknown","unknown","no","no","nan","gender non-conforming","npc","no","nan","nan","nan","nan"
"1567","7754","argonians","characters","unknown","unknown","unknown","no","no","nan","non-binary explicit","npc","nan","nan","nan","nan","nan"
"1568","7755","arlie edrald, frederick, dulkhi","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1569","7756","athena","characters","unknown","unknown","unknown","no","no","lesbian explicit","nan","npc","yes","nan","nan","nan","nan"
"1570","7757","audrey","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","pc","nan","nan","nan","nan","nan"
"1571","7757","audrey and dylan","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1572","7755","bameli the pure","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1573","7758","baron friedrich von glower","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","enemies","yes","white","nan","nan","nan"
"1574","7759","bath house attendants","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","yes","white","nan","nan","yes"
"1575","7760","bertram the pirate","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1576","7760","bertram the pirate","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1577","7760","bertram the pirate","characters","unknown","unknown","unknown","yes","no","gay explicit","transgender woman explicit","npc","yes","white","nan","nan","nan"
"1578","7760","bertram the pirate","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1579","7760","bertram the pirate","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1580","7760","bertram the pirate","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","race indeterminate","nan","nan","nan"
"1581","7760","bertram the pirate relationship","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1582","7761","bill","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1583","7762","bjorrnolg ","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1584","7762","bjorrnolg and hrodulf","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1585","7763","blanche","characters","yes","unknown","unknown","no","no","nan","non-binary implicit","npc","nan","nan","nan","nan","nan"
"1586","7764","blue hamster","characters","yes","unknown","unknown","no","no","gay implicit","nan","npc","no","nan","nan","nan","nan"
"1587","7765","bobbi","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","yes","pacific islander","nan","nan","nan"
"1588","7754","buoyant armigers","characters","unknown","unknown","unknown","yes","no","bisexual implicit","nan","npc","no","nan","nan","nan","nan"
"1589","7754","buoyant armigers","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1590","7766","caithe","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1591","7766","caithe and faolin","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1592","7763","candela","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1593","7755","captain linwen","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1594","7755","captain linwen and faenir","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1595","7755","captain rana","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1596","7755","captain rana and sargeant seyne","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1597","7767","captain vincente de danta","characters","unknown","unknown","unknown","no","no","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1598","7753","carol","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1599","7753","carol and greta","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1600","7768","castro","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1601","7769","cavaricchi","characters","yes","unknown","unknown","no","no","nan","nan","enemies","yes","white","nan","nan","nan"
"1602","7770","charles","characters","yes","unknown","unknown","no","no","nan","nan","npc","yes","white","nan","nan","nan"
"1603","7771","christina","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","nan","nan","nan","yes","nan"
"1604","7771","christina and lucy","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1605","7746","christine royce","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1606","7745","city-swimmer","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1607","7772","comedian jokes","mentions","unknown","yes","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1608","7746","confirmed bachelor and cherchez la femme","traits","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1609","7746","corporal betsy","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1610","7773","cosmic gender bender","artifacts","unknown","unknown","yes","no","no","nan","gender non-conforming","npc","nan","nan","nan","nan","nan"
"1611","7774","cross-dressing","actions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","crossdressing required","nan","nan"
"1612","7775","cross-dressing killer","characters","unknown","unknown","yes","no","no","nan","gender non-conforming","enemies","yes","white","crossdressing required","nan","nan"
"1613","7776","curtis","characters","unknown","unknown","unknown","no","no","bisexual explicit","nan","pc","yes","white","nan","nan","nan"
"1614","7776","curtis","characters","unknown","unknown","unknown","yes","no","bisexual explicit","nan","pc","yes","white","nan","nan","nan"
"1615","7754","daedric prince boethiah","characters","unknown","unknown","unknown","no","no","bisexual explicit","intersex explicit","npc","no","nan","nan","nan","nan"
"1616","7754","daedric prince boethiah","characters","unknown","unknown","unknown","no","no","nan","non-binary explicit","npc","nan","nan","nan","nan","nan"
"1617","7766","dagdar","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1618","7777","darcelle","characters","unknown","unknown","unknown","no","no","nan","gender non-conforming","npc","yes","white","nan","nan","nan"
"1619","7778","dave","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1620","7755","davilia ralas","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1621","7779","deyanira katrece","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","nan","nan","nan","nan","nan"
"1622","7780","dr. n gin","characters","unknown","unknown","unknown","yes","no","gay implicit","gender non-conforming","pc","yes","white","nan","nan","nan"
"1623","7745","dumag gro-bonk","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1624","7757","dylan","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","pc","nan","nan","nan","nan","nan"
"1625","7745","eduard hodge","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1626","7766","eladus","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1627","7766","eladus and dagdar","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1628","7761","ellie ","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1629","7761","ellie and riley","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1630","7755","erirus cine","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1631","7755","erirus cine and therich roielle","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1632","7781","estelle stiles","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","yes","white","nan","nan","nan"
"1633","7755","faenir","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1634","7766","faolin","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1635","7782","female avatar options","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1636","7783","firemen","characters","unknown","yes","unknown","yes","no","gay explicit","nan","npc","yes","race indeterminate","nan","nan","nan"
"1637","7753","flak","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1638","7784","fridigazzi","characters","unknown","unknown","unknown","no","yes","bisexual implicit","nan","enemies","yes","white","nan","nan","yes"
"1639","7748","frisk","characters","unknown","unknown","unknown","no","no","nan","non-binary explicit","pc","no","nan","nan","nan","nan"
"1640","7769","gary","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","enemies","yes","white","nan","nan","nan"
"1641","7785","gay easter egg","easter eggs","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1642","7786","gay ending","mentions","unknown","unknown","unknown","yes","no","gay explicit","nan","pc","yes","white","nan","nan","nan"
"1643","7769","gay game over","relationship/romance/sex","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1644","7787","gay men in spartacus","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1645","7787","gay men in spartacus","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","yes","white","nan","nan","nan"
"1646","7787","gay men in spartacus","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","yes","nan","nan","nan","nan"
"1647","7775","gay npcs/ husler","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1648","7788","gay party","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1649","7788","gay party","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1650","7789","gender customization","actions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1651","7757","gobias koffi","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","nan","nan","nan","nan","nan"
"1652","7755","goveled herendas","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1653","7753","greta","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1654","7790","grim reaper","characters","unknown","unknown","unknown","no","no","asexual explicit","non-binary","npc","nan","nan","nan","nan","nan"
"1655","7755","hadrill diina","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1656","7791","hana","characters","unknown","unknown","unknown","no","yes","bisexual explicit","nan","pc","nan","nan","nan","nan","nan"
"1657","7791","hana","characters","unknown","unknown","unknown","no","yes","bisexual explicit","nan","pc","yes","race indeterminate","nan","nan","nan"
"1658","7792","harold","characters","unknown","unknown","unknown","no","no","nan","gender non-conforming","npc","yes","white","crossdressing required","nan","nan"
"1659","7755","hartmin","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1660","7755","hartmin and mirllir","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1661","7793","homophobic aids reference","mentions","unknown","yes","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1662","7762","hrodulf","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1663","7794","hugging elite","easter eggs","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1664","7795","hus","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","no","nan","nan","nan","nan"
"1665","7787","ione","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1666","7787","ione","characters","unknown","unknown","unknown","no","yes","bisexual implicit","nan","npc","yes","white","nan","nan","nan"
"1667","7787","ione","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","yes","white","nan","nan","nan"
"1668","7779","jaciel morden","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","nan","nan","nan","nan","nan"
"1669","7755","jakarn","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1670","7756","janey","characters","unknown","unknown","unknown","no","no","lesbian explicit","nan","npc","yes","nan","nan","nan","nan"
"1671","7756","janey and athena","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1672","7757","jesper","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","nan","nan","nan","nan","nan"
"1673","7746","jimmy","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1674","7749","joined unions","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1675","7749","joined unions","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","???","nan","nan"
"1676","7758","josef dallmeier","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","yes","white","nan","nan","nan"
"1677","7796","jupiter","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","nan","nan","nan","nan","nan"
"1678","7765","kalalau","characters","unknown","unknown","unknown","no","yes","bisexual implicit","nan","npc","yes","pacific islander","nan","nan","nan"
"1679","7766","kasmeer mease","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1680","7766","kasmeer mease and marjory delaqua","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1681","7797","kung jin","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","yes","asian","nan","nan","nan"
"1682","7781","lady howard","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","yes","white","nan","nan","nan"
"1683","7798","lara","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1684","7765","larry in cherri's costume","actions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1685","7769","larry's reaction to shablee","mentions","unknown","yes","yes","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1686","7799","leather goddesses","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1687","7765","lesbian cannibals","mentions","unknown","yes","unknown","no","yes","lesbian explicit","nan","enemies","yes","pacific islander","nan","nan","nan"
"1688","7768","lesbian detective","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","pc","yes","race indeterminate","nan","nan","nan"
"1689","7800","lesbian flapper","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","yes","white","nan","nan","nan"
"1690","7800","lesbian flapper","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","yes","white","nan","nan","nan"
"1691","7800","lesbian flapper","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1692","7749","lgb romance options","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1693","7757","lgb romance options","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1694","7790","lgb romance options","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1695","7801","lgbtq game designer","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1696","7802","lionel finley","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","black","nan","nan","nan"
"1697","7755","little leaf","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
