"content_id","game_id","content","type","rumored","homophobia","transphobia","queer_men","queer_women","char_sexuality","char_gender","char_role","human","char_race","actions","optional_relationships","bisexual_workers"
"1698","7803","lord kilbar","characters","yes","unknown","unknown","no","no","nan","gender non-conforming","npc","nan","nan","nan","nan","nan"
"1699","7787","luba","characters","unknown","unknown","unknown","no","yes","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1700","7787","luba","characters","unknown","unknown","unknown","no","yes","bisexual explicit","nan","npc","yes","white","nan","nan","nan"
"1701","7787","luba","characters","unknown","unknown","unknown","no","yes","bisexual implicit","nan","npc","yes","white","nan","nan","nan"
"1702","7771","lucy","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","nan","nan","nan","yes","nan"
"1703","7746","major knight","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1704","7755","make-many-waves","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1705","7755","make-many-waves and sendrasa llarys","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1706","7766","marjory delaqua","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1707","7802","mark finley","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","white","nan","nan","nan"
"1708","7804","marth and his dates","relationship/romance/sex","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","yes","nan"
"1709","7749","max","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1710","7749","max","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","yes","race indeterminate","nan","nan","nan"
"1711","7746","mentions of homosexuality","mentions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1712","7754","mephala","characters","unknown","unknown","unknown","no","no","bisexual explicit","intersex explicit","npc","no","nan","nan","nan","nan"
"1713","7754","mephala","characters","unknown","unknown","unknown","no","no","nan","intersex explicit","npc","nan","nan","nan","nan","nan"
"1714","7748","mettaton","characters","unknown","unknown","unknown","no","no","nan","transgender man explicit","npc","no","nan","nan","nan","nan"
"1715","7755","mirllir","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1716","7768","missing trans woman","characters","unknown","unknown","unknown","no","no","nan","transgender woman implicit","npc","yes","race indeterminate","nan","nan","nan"
"1717","7749","mitch","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1718","7749","mitch","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","yes","race indeterminate","nan","nan","nan"
"1719","7754","molag bal","characters","unknown","unknown","unknown","no","no","bisexual explicit","intersex explicit","npc","no","nan","nan","nan","nan"
"1720","7754","molag bal","characters","unknown","unknown","unknown","no","no","nan","intersex explicit","npc","nan","nan","nan","nan","nan"
"1721","7805","myrrine","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1722","7748","napstabook","characters","unknown","unknown","unknown","no","no","nan","non-binary explicit","npc","no","nan","nan","nan","nan"
"1723","7796","neptune","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","nan","nan","nan","nan","nan"
"1724","7790","non-binary gender customization","actions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1725","7803","npcs same-sex spouses","characters","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1726","7748","optional relationship","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1727","7745","pelinal","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1728","7764","pink hamster","characters","yes","unknown","unknown","no","no","gay implicit","nan","npc","no","nan","nan","nan","nan"
"1729","7806","pisha","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1730","7806","pisha","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","no","nan","nan","nan","nan"
"1731","7803","pun/joke about khajiit navy","mentions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1732","7768","queer game/narrative","queer games/narratives","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1733","7767","quique montemayor","characters","unknown","unknown","unknown","no","no","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1734","7767","quique montemayor and captain vincente de danta","characters","unknown","unknown","unknown","no","no","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1735","7791","rain","characters","unknown","unknown","unknown","no","yes","bisexual explicit","nan","pc","nan","nan","nan","nan","nan"
"1736","7791","rain","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","yes","race indeterminate","nan","nan","nan"
"1737","7807","rebecca","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","yes","white","nan","nan","nan"
"1738","7751","reginald van winslow","characters","unknown","unknown","unknown","yes","no","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1739","7751","reginald van winslow and anemone","relationship/romance/sex","unknown","unknown","unknown","yes","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1740","7796","relationship option","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1741","7789","relationship options","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1742","7761","riley","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1743","7808","roger wilcon cross-dressing","characters","unknown","unknown","yes","no","no","nan","nan","npc","nan","nan","crossdressing required","nan","nan"
"1744","7748","royal guard a","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","enemies","no","nan","nan","nan","nan"
"1745","7748","royal guard b","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","enemies","no","nan","nan","nan","nan"
"1746","7809","rumored","mentions","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1747","7810","saied","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","middle eastern","nan","nan","nan"
"1748","7798","sam","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1749","7811","samantha ","nan","unknown","unknown","unknown","no","no","lesbian explicit ","nan","npc","nan","nan","nan","nan","nan"
"1750","7811","samantha and yolanda","relationship/romance/sex","unknown","unknown","unknown","no","no","lesbian explicit ","nan","npc","nan","nan","nan","nan","nan"
"1751","7812","same sex flirting ","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1752","7757","same-sex genetic reproduction","actions","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1753","7757","same-sex marriage","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1754","7813","same-sex marriage","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1755","7790","same-sex marriage","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1756","7814","same-sex relationships","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1757","7749","same-sex relationships","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1758","7806","same-sex relationships","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","yes"
"1759","7806","same-sex relationships","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","yes"
"1760","7815","same-sex romances between women","queer games/narratives","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","yes","nan"
"1761","7815","same-sex romances between women","relationship/romance/sex","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","yes","nan"
"1762","7755","sargeant seyne","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1763","7755","sendrasa llarys","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1764","7816","seneschal","characters","yes","unknown","unknown","no","no","nan","nan","npc","yes","race indeterminate","nan","nan","nan"
"1765","7746","sergio","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1766","7817","sex worker","characters","unknown","unknown","unknown","no","yes","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1767","7817","sex worker","characters","unknown","unknown","unknown","yes","no","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1768","7817","sex worker","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","yes"
"1769","7818","sexuality","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","yes"
"1770","7819","sexuality","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","yes"
"1771","7753","sexuality","relationship/romance/sex","unknown","unknown","unknown","no","no","bisexual explicit","nan","npc","nan","nan","nan","yes","yes"
"1772","7746","sexuality","relationship/romance/sex","unknown","unknown","unknown","no","no","bisexual explicit","nan","npc","nan","nan","nan","yes","yes"
"1773","7769","shablee","characters","unknown","unknown","unknown","no","no","nan","transgender woman explicit","enemies","yes","black","nan","nan","nan"
"1774","7795","shibe","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","no","nan","nan","nan","nan"
"1775","7753","shrapnel","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1776","7769","sign in new york airport","mentions","unknown","yes","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1777","7755","sind","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1778","7755","sind and tand","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1779","7774","sir blaze","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","no","nan","nan","nan","nan"
"1780","7755","snaehild","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1781","7807","sophie","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","yes","white","nan","nan","nan"
"1782","7763","spark","characters","yes","unknown","unknown","yes","no","homossexual implicit","nan","npc","yes","nan","nan","nan","nan"
"1783","7787","spartacus gay bar","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1784","7787","spartacus gay bar","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1785","7787","spartacus gay bar","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1786","7805","story paths","queer games/narratives","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1787","7765","suzi","characters","unknown","unknown","unknown","no","no","nan","gender non-conforming","npc","yes","white","nan","nan","nan"
"1788","7755","tand","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1789","7820","tara","characters","unknown","unknown","unknown","no","yes","lesbian implicit","nan","npc","yes","race indeterminate","nan","nan","nan"
"1790","7820","tara","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1791","7821","telsia","characters","unknown","unknown","unknown","no","yes","bisexual implicit","nan","npc","yes","race indeterminate","nan","nan","nan"
"1792","7821","telsia","characters","unknown","unknown","unknown","no","yes","bisexual explicit","nan","npc","yes","white","nan","yes","nan"
"1793","7821","telsia","characters","unknown","unknown","unknown","no","yes","bisexual implicit","nan","npc","nan","nan","nan","nan","nan"
"1794","7822","the game alludes to more-than-just-friends feelings between the main characters malachi and david.","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1795","7755","therich roielle","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1796","7786","thresher","mentions","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","white","nan","yes","nan"
"1797","7776","trevor","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","yes","race indeterminate","nan","nan","nan"
"1798","7754","uncle crassius curio","characters","unknown","unknown","unknown","yes","no","bisexual explicit","nan","npc","yes","white","nan","nan","nan"
"1799","7754","uncle crassius curio","characters","unknown","unknown","unknown","no","no","bisexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1800","7823","uncle pete","characters","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1801","7748","undyne","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","no","nan","nan","nan","nan"
"1802","7796","venus","characters","unknown","unknown","unknown","no","no","nan","transgender woman implicit","npc","nan","nan","nan","nan","nan"
"1803","7746","veronica santangelo","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1804","7757","viktor","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","pc","nan","nan","nan","nan","nan"
"1805","7757","viktor and jesper","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1806","7745","viranus dolton ","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1807","7745","viranus dolton and eduard hodge","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1808","7754","vivec","characters","unknown","unknown","unknown","no","no","bisexual explicit","intersex explicit","npc","no","nan","nan","nan","nan"
"1809","7754","vivec","characters","unknown","unknown","unknown","yes","yes","bisexual explicit","intersex explicit","npc","nan","nan","nan","nan","nan"
"1810","7824","vivien","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","enemies","nan","race indeterminate","nan","nan","nan"
"1811","7824","vivien","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","enemies","nan","race indeterminate","nan","nan","nan"
"1812","7750","wanda","characters","unknown","unknown","unknown","no","no","nan","nan","npc","yes","white ","nan","nan","yes"
"1813","7820","willow","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","pc","yes","race indeterminate","nan","nan","nan"
"1814","7820","willow","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","pc","nan","nan","nan","nan","nan"
"1815","7805","wisteria","characters","unknown","unknown","unknown","no","yes","asexual explicit","nan","npc","nan","nan","nan","nan","nan"
"1816","7767","woman flirting with female sex workers","characters","unknown","unknown","unknown","no","yes","lesbian explicit","nan","npc","nan","nan","nan","nan","nan"
"1817","7788","women-on-women make outs","characters","unknown","unknown","unknown","no","yes","lesbian explicit ","nan","npc","nan","nan","nan","nan","nan"
"1818","7788","women-on-women make outs","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","yes","nan"
"1819","7810","yasmin","characters","unknown","unknown","unknown","no","no","nan","transgender woman explicit","npc","yes","middle eastern","nan","nan","nan"
"1820","7811","yolanda","characters","unknown","unknown","unknown","no","no","lesbian explicit ","nan","npc","nan","nan","nan","nan","nan"
"1821","7745","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1822","7825","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1823","7826","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1824","7827","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1825","7828","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1826","7829","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1827","7830","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1828","7831","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1829","7757","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1830","7815","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1831","7832","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1832","7833","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1833","7834","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1834","7835","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1835","7836","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1836","7813","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1837","7837","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1838","7838","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1839","7839","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1840","7840","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1841","7841","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1842","7842","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1843","7843","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1844","7844","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1845","7845","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1846","7846","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1847","7847","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1848","7757","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1849","7848","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1850","7849","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1851","7850","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1852","7851","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1853","7755","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1854","7790","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1855","7852","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1856","7853","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1857","7797","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1858","7854","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1859","7855","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1860","7778","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1861","7805","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1862","7856","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1863","7856","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1864","7857","brute splicers","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1865","7858","guard npcs","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1866","7859","sander choen","characters","unknown","unknown","unknown","yes","no","gay implicit","nan","npc","nan","nan","nan","nan","nan"
"1867","7858","unnamed gay couple","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1868","7860","darren young","characters","unknown","unknown","unknown","no","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1869","7860","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1870","7861","queer characters and queer narrative","queer games/narratives","unknown","unknown","unknown","yes","yes","nan","nan","npc","nan","nan","nan","nan","nan"
"1871","7862","\"gay encounter\"","relationship/romance/sex","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1872","7862","\"gay encounter\"","relationship/romance/sex","yes","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1873","7863"," magypsys","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1874","7864","amoretta","characters","unknown","unknown","unknown","no","yes","lesbian implicit ","nan","npc","nan","nan","nan","nan","nan"
"1875","7865","angelo","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1876","7866","gay bar","locations","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1877","7867","jun watarase","characters","unknown","unknown","unknown","yes","no","gay explicit","gender non-conforming","npc","yes","asian","nan","nan","nan"
"1878","7867","jun watarase","characters","unknown","unknown","unknown","yes","no","gay explicit","nan","npc","nan","nan","nan","nan","nan"
"1879","7868","kevin smith","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1880","7869","kitty","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1881","7864","lillet","characters","unknown","unknown","unknown","no","yes","lesbian implicit ","nan","npc","nan","nan","nan","nan","nan"
"1882","7864","lillet and amoretta","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"1883","7870","malachi and david more than \"just friends\"","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2098","8082","same-sex romance","relationship/romance/sex","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2099","8083","yellow monkey","characters","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2100","8084","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2101","7647","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2102","8085","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2103","8086","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2104","8087","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2105","8088","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2106","8089","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2107","8090","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2108","8091","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2109","7697","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2110","8092","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2111","8093","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2112","8094","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2113","8095","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2114","8096","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2115","8097","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2116","8098","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2117","8099","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2118","8100","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2119","8101","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2120","8102","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2121","8103","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2122","8104","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2123","8105","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2124","8106","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2125","8107","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2126","8108","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2127","8109","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2128","8110","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2129","8111","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2130","8112","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2131","8113","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2132","8114","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2133","8115","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2134","8116","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2135","8117","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2136","8118","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2137","8119","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2138","8120","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2139","8121","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2140","8122","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2141","8123","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2142","8124","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2143","8125","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2144","7887","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2145","8126","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2146","8127","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
"2147","8128","nan","nan","unknown","unknown","unknown","no","no","nan","nan","npc","nan","nan","nan","nan","nan"
